tweet-sno-1200	QO	vclaim-sno-lady-gaga-ex-boyfriend-quote	1	40.0	SimBa
tweet-sno-1200	QO	vclaim-sno-joel-osteen-lady-gaga-event	1	40.0	SimBa
tweet-sno-1200	QO	vclaim-sno-lady-gaga-oreo	1	40.0	SimBa
tweet-sno-1200	QO	vclaim-sno-the-not-so-sweet-smell-of-success	1	30.76923076923077	SimBa
tweet-sno-1200	QO	vclaim-sno-lady-gaga	1	30.76923076923077	SimBa
tweet-sno-1201	QO	vclaim-sno-mcconnell-biden-putin	1	31.25	SimBa
tweet-sno-1201	QO	vclaim-sno-mitch-mcconnell-blocked-investigating-russian-hacks	1	30.76923076923077	SimBa
tweet-sno-1201	QO	vclaim-sno-mitch-mcconnells-hands	1	27.272727272727273	SimBa
tweet-sno-1201	QO	vclaim-sno-biden-or-trump-female-press-team	1	27.272727272727273	SimBa
tweet-sno-1201	QO	vclaim-sno-mitch-mcconnell-debate-female	1	26.08695652173913	SimBa
tweet-sno-1202	QO	vclaim-sno-biden-executive-order-dictator	1	66.66666666666667	SimBa
tweet-sno-1202	QO	vclaim-sno-biden-violate-mask-mandate	1	47.61904761904762	SimBa
tweet-sno-1202	QO	vclaim-sno-biden-bans-china-virus	1	47.61904761904762	SimBa
tweet-sno-1202	QO	vclaim-sno-biden-abortion-exec-order	1	45.45454545454546	SimBa
tweet-sno-1202	QO	vclaim-sno-elderly-gun-ban	1	37.5	SimBa
tweet-sno-1203	QO	vclaim-sno-finial-duty	1	37.5	SimBa
tweet-sno-1203	QO	vclaim-sno-farmers-protest-india-flag	1	37.03703703703704	SimBa
tweet-sno-1203	QO	vclaim-sno-rioters-capitol-flagpole	1	25.0	SimBa
tweet-sno-1203	QO	vclaim-sno-1-mcdonald39s-any-size-fries	1	0.0	SimBa
tweet-sno-1203	QO	vclaim-sno-pandora-black-lives-matter-protest	1	0.0	SimBa
tweet-sno-1204	QO	vclaim-sno-elderly-gun-ban	1	100.0	SimBa
tweet-sno-1204	QO	vclaim-sno-biden-bans-china-virus	1	90.90909090909092	SimBa
tweet-sno-1204	QO	vclaim-sno-biden-violate-mask-mandate	1	90.90909090909092	SimBa
tweet-sno-1204	QO	vclaim-sno-biden-abortion-exec-order	1	83.33333333333334	SimBa
tweet-sno-1204	QO	vclaim-sno-biden-signing-blank-papers	1	66.66666666666667	SimBa
tweet-sno-1205	QO	vclaim-sno-trump-intelligence-quote	1	150.0	SimBa
tweet-sno-1205	QO	vclaim-sno-balloon-breasted-trump	1	150.0	SimBa
tweet-sno-1205	QO	vclaim-sno-trump-disgrace-world-girl	1	150.0	SimBa
tweet-sno-1205	QO	vclaim-sno-trump-unflattering-image	1	150.0	SimBa
tweet-sno-1205	QO	vclaim-sno-trump-touch-orb-saudi-arabia	1	120.0	SimBa
tweet-sno-1206	QO	vclaim-sno-was-trump-best-worst-president-time	1	85.71428571428572	SimBa
tweet-sno-1206	QO	vclaim-sno-did-trump-alter-the-constitution	1	85.71428571428572	SimBa
tweet-sno-1206	QO	vclaim-sno-did-trump-scare-schoolchildren	1	85.71428571428572	SimBa
tweet-sno-1206	QO	vclaim-sno-faith-is-more-powerful-than-government	1	85.71428571428572	SimBa
tweet-sno-1206	QO	vclaim-sno-president-trump-say-eventually-will-get-something-done	1	85.71428571428572	SimBa
tweet-sno-1207	QO	vclaim-sno-closures-during-spanish-flu	1	31.578947368421055	SimBa
tweet-sno-1207	QO	vclaim-sno-cocaine-on-money	1	30.76923076923077	SimBa
tweet-sno-1207	QO	vclaim-sno-coors-beer-cocaine	1	30.76923076923077	SimBa
tweet-sno-1207	QO	vclaim-sno-mother-toddler-cocaine	1	30.76923076923077	SimBa
tweet-sno-1207	QO	vclaim-sno-cocaine-shrimp	1	30.76923076923077	SimBa
tweet-sno-1208	QO	vclaim-sno-national-guard-parking-garage	1	48.0	SimBa
tweet-sno-1208	QO	vclaim-sno-biden-america-is-dead	1	42.10526315789474	SimBa
tweet-sno-1208	QO	vclaim-sno-biden-woman-gun-photo	1	37.5	SimBa
tweet-sno-1208	QO	vclaim-sno-biden-daughter-photo	1	37.5	SimBa
tweet-sno-1208	QO	vclaim-sno-biden-fail-condemn-antifa	1	35.294117647058826	SimBa
tweet-sno-1209	QO	vclaim-sno-donald-trumps-golden-toilet	1	100.0	SimBa
tweet-sno-1209	QO	vclaim-sno-shirtless-donald-trump	1	100.0	SimBa
tweet-sno-1209	QO	vclaim-sno-trump-discover-know-everything	1	100.0	SimBa
tweet-sno-1209	QO	vclaim-sno-trump-fire-all-politically-appointed-ambassadors-unprecedented	1	100.0	SimBa
tweet-sno-1209	QO	vclaim-sno-trump-considering-resignation	1	100.0	SimBa
tweet-sno-1210	QO	vclaim-sno-1-mcdonald39s-any-size-fries	1	0.0	SimBa
tweet-sno-1210	QO	vclaim-sno-pandora-black-lives-matter-protest	1	0.0	SimBa
tweet-sno-1210	QO	vclaim-sno-palm-sunday-miscarriage	1	0.0	SimBa
tweet-sno-1210	QO	vclaim-sno-pam-bondi-impeachment	1	0.0	SimBa
tweet-sno-1210	QO	vclaim-sno-pamela-anderson-death-hoax	1	0.0	SimBa
tweet-sno-1211	QO	vclaim-sno-schumer-erection-senate-floor	1	85.71428571428572	SimBa
tweet-sno-1211	QO	vclaim-sno-schumer-tweet-china-travel	1	47.05882352941177	SimBa
tweet-sno-1211	QO	vclaim-sno-chuck-schumer-kissing-a-girl	1	46.15384615384615	SimBa
tweet-sno-1211	QO	vclaim-sno-trump-bringing-back-draft	1	40.0	SimBa
tweet-sno-1211	QO	vclaim-sno-donald-trump-wealthy-great-quote	1	40.0	SimBa
tweet-sno-1212	QO	vclaim-sno-chelsea-clinton-arrested	1	20.0	SimBa
tweet-sno-1212	QO	vclaim-sno-did-sen-tom-cotton-issue-a-cease-and-desist-to-a-constituent	1	18.181818181818183	SimBa
tweet-sno-1212	QO	vclaim-sno-maureen-walsh-nurses-cards	1	18.181818181818183	SimBa
tweet-sno-1212	QO	vclaim-sno-tom-cotton-ex-gay	1	18.181818181818183	SimBa
tweet-sno-1212	QO	vclaim-sno-no-maam	1	16.666666666666668	SimBa
tweet-sno-1213	QO	vclaim-sno-deadliest-days-usa-history	1	54.54545454545455	SimBa
tweet-sno-1213	QO	vclaim-sno-chuck-schumer-kissing-a-girl	1	46.15384615384615	SimBa
tweet-sno-1213	QO	vclaim-sno-chuck-schumer-resigns-disgrace	1	40.0	SimBa
tweet-sno-1213	QO	vclaim-sno-schumer-daughter-cheerleader	1	40.0	SimBa
tweet-sno-1213	QO	vclaim-sno-trump-impeachment-votes	1	40.0	SimBa
tweet-sno-1214	QO	vclaim-sno-amy-schumer-ripping-up-fetus	1	44.44444444444444	SimBa
tweet-sno-1214	QO	vclaim-sno-amy-schumer-female-remake-saving-private-ryan	1	44.44444444444444	SimBa
tweet-sno-1214	QO	vclaim-sno-women-carry-anti-baby-signs-womens-march-washington	1	25.0	SimBa
tweet-sno-1214	QO	vclaim-sno-amy-schumer-arrested	1	19.047619047619047	SimBa
tweet-sno-1214	QO	vclaim-sno-maureen-walsh-nurses-cards	1	18.181818181818183	SimBa
tweet-sno-1215	QO	vclaim-sno-instagram-cancellation-hoax	1	66.66666666666666	SimBa
tweet-sno-1215	QO	vclaim-sno-facebook-posts-made-public	1	66.66666666666666	SimBa
tweet-sno-1215	QO	vclaim-sno-did-shooters-instagram-picture-maga-hat	1	60.0	SimBa
tweet-sno-1215	QO	vclaim-sno-do-not-rejoice-in-the-death-of-one	1	57.142857142857146	SimBa
tweet-sno-1215	QO	vclaim-sno-mlk-education-fact-fiction	1	57.142857142857146	SimBa
tweet-sno-1216	QO	vclaim-sno-mypillow-antifa-temptresses	1	45.45454545454546	SimBa
tweet-sno-1216	QO	vclaim-sno-mike-lindells-absolute-proof	1	44.44444444444444	SimBa
tweet-sno-1216	QO	vclaim-sno-rogue-amazon-drone-white-house	1	33.33333333333333	SimBa
tweet-sno-1216	QO	vclaim-sno-white-house-fence-islamic-symbols	1	30.0	SimBa
tweet-sno-1216	QO	vclaim-sno-white-house-wash	1	30.0	SimBa
tweet-sno-1217	QO	vclaim-sno-tesla-car-really-space	1	33.333333333333336	SimBa
tweet-sno-1217	QO	vclaim-sno-gas-generator-tesla-photo	1	16.666666666666668	SimBa
tweet-sno-1217	QO	vclaim-sno-elon-musk-death-hoax	1	13.333333333333334	SimBa
tweet-sno-1217	QO	vclaim-sno-nancy-pelosi-tesla	1	12.5	SimBa
tweet-sno-1217	QO	vclaim-sno-elon-musk-illegal-immigrant	1	11.764705882352942	SimBa
tweet-sno-1218	QO	vclaim-sno-gwyneth-paltrow-vagina-candle	1	100.0	SimBa
tweet-sno-1218	QO	vclaim-sno-gwyneth-vagina-candle-explode	1	75.0	SimBa
tweet-sno-1218	QO	vclaim-sno-drake-scented-candles	1	60.0	SimBa
tweet-sno-1218	QO	vclaim-sno-crayon-candle	1	50.0	SimBa
tweet-sno-1218	QO	vclaim-sno-gwyneth-paltrow-goop-covid-advice	1	40.0	SimBa
tweet-sno-1219	QO	vclaim-sno-trump-new-bot-followers	1	66.66666666666666	SimBa
tweet-sno-1219	QO	vclaim-sno-trump-inappropriate-comment-daughter-tiffany	1	60.0	SimBa
tweet-sno-1219	QO	vclaim-sno-marjorie-taylor-greene-twitter	1	57.14285714285714	SimBa
tweet-sno-1219	QO	vclaim-sno-trump-my-blood-is-the-vaccine	1	55.55555555555556	SimBa
tweet-sno-1219	QO	vclaim-sno-donald-trump-fake-tweet	1	52.631578947368425	SimBa
tweet-sno-1220	QO	vclaim-sno-burger-king-logo-new	1	85.71428571428572	SimBa
tweet-sno-1220	QO	vclaim-sno-burger-king-vouchers-scam	1	66.66666666666666	SimBa
tweet-sno-1220	QO	vclaim-sno-burger-king-sharia-law	1	66.66666666666666	SimBa
tweet-sno-1220	QO	vclaim-sno-burger-king-admits-burgers-contain-horsemeat	1	50.0	SimBa
tweet-sno-1220	QO	vclaim-sno-long-live-timbits	1	50.0	SimBa
tweet-sno-1221	QO	vclaim-sno-gang-malling	1	15.384615384615385	SimBa
tweet-sno-1221	QO	vclaim-sno-1-mcdonald39s-any-size-fries	1	0.0	SimBa
tweet-sno-1221	QO	vclaim-sno-paper-trail-2	1	0.0	SimBa
tweet-sno-1221	QO	vclaim-sno-pallets-of-bricks-protest-sites	1	0.0	SimBa
tweet-sno-1221	QO	vclaim-sno-palm-sunday-miscarriage	1	0.0	SimBa
tweet-sno-1222	QO	vclaim-sno-stefanik-middle-finger-impeachment	1	33.333333333333336	SimBa
